"...1","X","address","nhood","lat","long","month","year","block","street_name","street_type","centroid_lat","centroid_long","year_nhood","month_year_nhood","dummy"
8072,12975,"1300 Block Of Alabama  Street","Mission",37.7502910462065,-122.41073435487,5,2012,1300,"Alabama","Street",37.758338,-122.414678,"2012 Mission","5 2012 Mission",1
8073,12977,"1100 Block Of Bush  Street","Nob Hill",37.7892150140576,-122.416194402071,10,2012,1100,"Bush","Street",37.793044,-122.414461,"2012 Nob Hill","10 2012 Nob Hill",1
8074,12978,"200 Block Of Joost  Avenue","West of Twin Peaks",37.7323624586648,-122.440887405829,11,2014,200,"Joost","Avenue",37.737955,-122.460363,"2014 West of Twin Peaks","11 2014 West of Twin Peaks",1
8075,12979,"600 Block Of Larkin  Street","Tenderloin",37.7840066302705,-122.417662661652,12,2017,600,"Larkin","Street",37.784141,-122.414748,"2017 Tenderloin","12 2017 Tenderloin",1
8076,12981,"1600 Block Of Grant  Avenue","North Beach",37.8018869922554,-122.407832647111,8,2017,1600,"Grant","Avenue",37.799254,-122.407458,"2017 North Beach","8 2017 North Beach",1
8077,12983,"3000 Block Of Pierce  Street","Marina",37.7980679406762,-122.439062079428,8,2014,3000,"Pierce","Street",37.802877,-122.436969,"2014 Marina","8 2014 Marina",1
8078,12984,"0 Block Of Baltimore  Way","Excelsior/Outer Mission",37.7099039179963,-122.430979490665,1,2014,0,"Baltimore","Way",37.7223,-122.431224,"2014 Excelsior","1 2014 Excelsior",1
8079,12991,"2000 Block Of Market  Street","Castro/Upper Market",37.7683537570212,-122.427731043794,4,2014,2000,"Market","Street",37.758812,-122.435644,"2014 Castro/Upper Market","4 2014 Castro/Upper Market",1
8080,12992,"2000 Block Of Taylor  Street","Russian Hill",37.8009916255063,-122.41435025428,7,2014,2000,"Taylor","Street",37.800432,-122.417609,"2014 Russian Hill","7 2014 Russian Hill",1
8081,12995,"600 Block Of Greenwich  Street","North Beach",37.8021377294463,-122.410901568287,3,2016,600,"Greenwich","Street",37.799254,-122.407458,"2016 North Beach","3 2016 North Beach",1
8082,12997,"1800 Block Of 28th  Avenue","Sunset/Parkside",37.7528831343774,-122.486053118475,12,2016,1800,"28th","Avenue",37.749026,-122.493742,"2016 Sunset/Parkside","12 2016 Sunset/Parkside",1
8083,12998,"700 Block Of Ellis  Street","Tenderloin",37.7841324294373,-122.418535460255,2,2013,700,"Ellis","Street",37.784141,-122.414748,"2013 Tenderloin","2 2013 Tenderloin",1
8084,12999,"1400 Block Of 47th  Avenue","Sunset/Parkside",37.7594448600581,-122.506933578691,11,2015,1400,"47th","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","11 2015 Sunset/Parkside",1
8085,13001,"200 Block Of Leavenworth  Street","Tenderloin",NA,NA,1,2015,200,"Leavenworth","Street",37.784141,-122.414748,"2015 Tenderloin","1 2015 Tenderloin",1
8086,13002,"1100 Block Of Mission  Street","Financial District/South Beach/SOMA",37.7777513747528,-122.412785519962,10,2011,1100,"Mission","Street",37.779527,-122.405727,"2011 South of Market","10 2011 South of Market",1
8087,13004,"1000 Block Of Bush  Street","Nob Hill",37.7894245853819,-122.414550157761,9,2014,1000,"Bush","Street",37.793044,-122.414461,"2014 Nob Hill","9 2014 Nob Hill",1
8088,13006,"300 Block Of Mangels  Avenue","West of Twin Peaks",37.7330823424619,-122.445460680792,8,2017,300,"Mangels","Avenue",37.737955,-122.460363,"2017 West of Twin Peaks","8 2017 West of Twin Peaks",1
8089,13009,"1700 Block Of Steiner  Street","Japantown",37.7854101068962,-122.434823827128,5,2016,1700,"Steiner","Street",37.78584,-122.429952,"2016 Japantown","5 2016 Japantown",1
8090,13013,"0 Block Of 06th  Street","Financial District/South Beach/SOMA",37.7811846577752,-122.408977058691,11,2017,0,"06th","Street",37.779527,-122.405727,"2017 South of Market","11 2017 South of Market",1
8091,13016,"2700 Block Of Taraval  Street","Sunset/Parkside",37.7421766215826,-122.495514364371,2,2016,2700,"Taraval","Street",37.749026,-122.493742,"2016 Sunset/Parkside","2 2016 Sunset/Parkside",1
8092,13017,"700 Block Of Guerrero  Street","Mission",37.7595677954994,-122.423651600717,12,2014,700,"Guerrero","Street",37.758338,-122.414678,"2014 Mission","12 2014 Mission",1
8093,13020,"100 Block Of Langton  Street","Financial District/South Beach/SOMA",37.7755716071165,-122.407437669113,4,2017,100,"Langton","Street",37.779527,-122.405727,"2017 South of Market","4 2017 South of Market",1
8094,13021,"100 Block Of Arbor  Street","Glen Park/Noe Valley",37.7371186998691,-122.436906703051,7,2012,100,"Arbor","Street",37.735976,-122.434464,"2012 Glen Park","7 2012 Glen Park",1
8095,13022,"1200 Block Of Thomas  Avenue","Bayview Hunters Point",37.7267020075959,-122.38474627983,8,2014,1200,"Thomas","Avenue",37.730696,-122.388515,"2014 Bayview Hunters Point","8 2014 Bayview Hunters Point",1
8096,13023,"500 Block Of Filbert  Street","North Beach",37.8014991569192,-122.408342273564,5,2018,500,"Filbert","Street",37.799254,-122.407458,"2018 North Beach","5 2018 North Beach",1
8097,13025,"2000 Block Of 20th  Avenue","Sunset/Parkside",37.749530506115,-122.477218421941,5,2018,2000,"20th","Avenue",37.749026,-122.493742,"2018 Sunset/Parkside","5 2018 Sunset/Parkside",1
8098,13026,"200 Block Of Central  Avenue","Haight Ashbury/Hayes Valley",37.771826701115,-122.443930226624,12,2017,200,"Central","Avenue",37.76991,-122.447678,"2017 Haight Ashbury","12 2017 Haight Ashbury",1
8099,13027,"1900 Block Of Chestnut  Street","Marina",NA,NA,9,2011,1900,"Chestnut","Street",37.802877,-122.436969,"2011 Marina","9 2011 Marina",1
8100,13028,"100 Block Of Carl  Street","Haight Ashbury/Hayes Valley",37.7655293100206,-122.45208065473,5,2014,100,"Carl","Street",37.76991,-122.447678,"2014 Haight Ashbury","5 2014 Haight Ashbury",1
8101,13031,"1900 Block Of Page  Street","Haight Ashbury/Hayes Valley",37.7702064256054,-122.452890940421,8,2015,1900,"Page","Street",37.76991,-122.447678,"2015 Haight Ashbury","8 2015 Haight Ashbury",1
8102,13032,"2300 Block Of 26th  Avenue","Sunset/Parkside",37.7436536413774,-122.483257351394,3,2014,2300,"26th","Avenue",37.749026,-122.493742,"2014 Sunset/Parkside","3 2014 Sunset/Parkside",1
8103,13034,"200 Block Of North Point  Street","North Beach",37.8068604989503,-122.41131949115,11,2012,200,"North Point","Street",37.799254,-122.407458,"2012 North Beach","11 2012 North Beach",1
8104,13041,"300 Block Of Serrano  Drive","Lakeshore",37.7190651230538,-122.480467680039,7,2013,300,"Serrano","Drive",37.71872,-122.477916,"2013 Lakeshore","7 2013 Lakeshore",1
8105,13042,"100 Block Of Peabody  Street","Visitacion Valley",37.710390079043,-122.407373477693,3,2015,100,"Peabody","Street",37.713141,-122.408825,"2015 Visitacion Valley","3 2015 Visitacion Valley",1
8106,13044,"1000 Block Of Chestnut  Street","Russian Hill",37.8028108789687,-122.420638824041,4,2013,1000,"Chestnut","Street",37.800432,-122.417609,"2013 Russian Hill","4 2013 Russian Hill",1
8107,13046,"4400 Block Of 03rd  Street","Bayview Hunters Point",37.7375791092423,-122.389794350853,9,2017,4400,"03rd","Street",37.730696,-122.388515,"2017 Bayview Hunters Point","9 2017 Bayview Hunters Point",1
8108,13050,"0 Block Of Franklin  Street","Haight Ashbury/Hayes Valley",37.7745271093891,-122.420809522472,7,2012,0,"Franklin","Street",37.776425,-122.426235,"2012 Hayes Valley","7 2012 Hayes Valley",1
8109,13051,"0 Block Of Montezuma  Street","Bernal Heights",37.7459628714554,-122.416328521456,12,2015,0,"Montezuma","Street",37.741391,-122.414033,"2015 Bernal Heights","12 2015 Bernal Heights",1
8110,13052,"900 Block Of Fell  Street","Haight Ashbury/Hayes Valley",37.7745842406685,-122.433471456345,11,2011,900,"Fell","Street",37.776425,-122.426235,"2011 Hayes Valley","11 2011 Hayes Valley",1
8111,13055,"100 Block Of Alhambra  Street","Marina",37.8019883783291,-122.43879528873,1,2012,100,"Alhambra","Street",37.802877,-122.436969,"2012 Marina","1 2012 Marina",1
8112,13056,"1000 Block Of Geary  Street","Tenderloin",37.7857893543822,-122.420566022454,3,2015,1000,"Geary","Street",37.784141,-122.414748,"2015 Tenderloin","3 2015 Tenderloin",1
8113,13060,"0 Block Of Liberty  Street","Mission",37.7576357455839,-122.422280562115,3,2018,0,"Liberty","Street",37.758338,-122.414678,"2018 Mission","3 2018 Mission",1
8114,13063,"200 Block Of Paris  Street","Excelsior/Outer Mission",37.7247102595272,-122.432642661254,2,2013,200,"Paris","Street",37.7223,-122.431224,"2013 Excelsior","2 2013 Excelsior",1
8115,13065,"3500 Block Of Santiago  Street","Sunset/Parkside",37.7436192840056,-122.505288195992,9,2012,3500,"Santiago","Street",37.749026,-122.493742,"2012 Sunset/Parkside","9 2012 Sunset/Parkside",1
8116,13068,"700 Block Of 41st  Avenue","Outer Richmond",37.7745863163686,-122.501530303379,6,2016,700,"41st","Avenue",37.776683,-122.489908,"2016 Outer Richmond","6 2016 Outer Richmond",1
8117,13069,"300 Block Of Eddy  Street","Tenderloin",37.7837842792956,-122.413764591261,7,2016,300,"Eddy","Street",37.784141,-122.414748,"2016 Tenderloin","7 2016 Tenderloin",1
8118,13070,"2500 Block Of Polk  Street","Russian Hill",37.8001589121678,-122.422619187907,6,2017,2500,"Polk","Street",37.800432,-122.417609,"2017 Russian Hill","6 2017 Russian Hill",1
8119,13071,"1700 Block Of Market  Street","Mission",37.7721628786367,-122.422963286572,4,2016,1700,"Market","Street",37.758338,-122.414678,"2016 Mission","4 2016 Mission",1
8120,13073,"1800 Block Of Washington  Street","Pacific Heights",37.792945710654,-122.42369457815,4,2015,1800,"Washington","Street",37.792182,-122.432784,"2015 Pacific Heights","4 2015 Pacific Heights",1
8121,13075,"1800 Block Of California  Street","Pacific Heights",37.7900561801424,-122.424795511455,4,2015,1800,"California","Street",37.792182,-122.432784,"2015 Pacific Heights","4 2015 Pacific Heights",1
8122,13078,"400 Block Of Lisbon  Street","Excelsior/Outer Mission",37.7212225687691,-122.43419565469,9,2017,400,"Lisbon","Street",37.7223,-122.431224,"2017 Excelsior","9 2017 Excelsior",1
8123,13081,"1600 Block Of 32nd  Avenue","Sunset/Parkside",37.7564231259874,-122.490599100617,10,2012,1600,"32nd","Avenue",37.749026,-122.493742,"2012 Sunset/Parkside","10 2012 Sunset/Parkside",1
8124,13082,"0 Block Of Glendale  Street","Castro/Upper Market",37.7563295542469,-122.442691197464,12,2015,0,"Glendale","Street",37.758812,-122.435644,"2015 Castro/Upper Market","12 2015 Castro/Upper Market",1
8125,13086,"0 Block Of Crestline  Drive","Twin Peaks",37.7501709140786,-122.446437573947,12,2016,0,"Crestline","Drive",37.753375,-122.445652,"2016 Twin Peaks","12 2016 Twin Peaks",1
8126,13088,"1000 Block Of Eddy  Street","Western Addition",NA,NA,1,2014,1000,"Eddy","Street",37.780587,-122.43451,"2014 Western Addition","1 2014 Western Addition",1
8127,13093,"800 Block Of Russia  Avenue","Excelsior/Outer Mission",37.7183388814491,-122.430378025548,7,2016,800,"Russia","Avenue",37.7223,-122.431224,"2016 Excelsior","7 2016 Excelsior",1
8128,13100,"800 Block Of Gonzalez  Drive","Lakeshore",37.7175575992348,-122.482374040076,3,2015,800,"Gonzalez","Drive",37.71872,-122.477916,"2015 Lakeshore","3 2015 Lakeshore",1
8129,13102,"2700 Block Of Folsom  Street","Mission",37.7533024746416,-122.414159771107,5,2013,2700,"Folsom","Street",37.758338,-122.414678,"2013 Mission","5 2013 Mission",1
8130,13104,"1600 Block Of Market  Street","Mission",37.7727338684288,-122.422236931126,8,2018,1600,"Market","Street",37.758338,-122.414678,"2018 Mission","8 2018 Mission",1
8131,13105,"5800 Block Of Mission  Street","Excelsior/Outer Mission",37.7091095440867,-122.451774197523,8,2016,5800,"Mission","Street",37.709585,-122.455082,"2016 Outer Mission","8 2016 Outer Mission",1
8132,13106,"700 Block Of Tehama  Street","Financial District/South Beach/SOMA",37.7751793894848,-122.41184830547,4,2015,700,"Tehama","Street",37.779527,-122.405727,"2015 South of Market","4 2015 South of Market",1
8133,13110,"700 Block Of Sutter  Street","Nob Hill",37.7887028767659,-122.412713551795,8,2013,700,"Sutter","Street",37.793044,-122.414461,"2013 Nob Hill","8 2013 Nob Hill",1
8134,13113,"100 Block Of Noe  Street","Castro/Upper Market",37.7662618295373,-122.433293689634,3,2013,100,"Noe","Street",37.758812,-122.435644,"2013 Castro/Upper Market","3 2013 Castro/Upper Market",1
8135,13114,"1200 Block Of Gough  Street","Western Addition",37.7843672398818,-122.424490925053,8,2014,1200,"Gough","Street",37.780587,-122.43451,"2014 Western Addition","8 2014 Western Addition",1
8136,13115,"2100 Block Of 42nd  Avenue","Sunset/Parkside",37.7466245902771,-122.500661854732,10,2013,2100,"42nd","Avenue",37.749026,-122.493742,"2013 Sunset/Parkside","10 2013 Sunset/Parkside",1
8137,13116,"300 Block Of Serrano  Drive","Lakeshore",37.7190651230538,-122.480467680039,8,2013,300,"Serrano","Drive",37.71872,-122.477916,"2013 Lakeshore","8 2013 Lakeshore",1
8138,13118,"100 Block Of Gladstone  Drive","Excelsior/Outer Mission",37.7293114845412,-122.423165455464,8,2015,100,"Gladstone","Drive",37.7223,-122.431224,"2015 Excelsior","8 2015 Excelsior",1
8139,13119,"100 Block Of Ankeny  Street","Visitacion Valley",37.7195009367109,-122.405166954084,5,2012,100,"Ankeny","Street",37.713141,-122.408825,"2012 Visitacion Valley","5 2012 Visitacion Valley",1
8140,13121,"400 Block Of Pacheco  Street","West of Twin Peaks",37.7505285000256,-122.46396245203,10,2015,400,"Pacheco","Street",37.737955,-122.460363,"2015 West of Twin Peaks","10 2015 West of Twin Peaks",1
8141,13122,"0 Block Of Central  Avenue","Haight Ashbury/Hayes Valley",37.7699616835986,-122.44355526243,8,2018,0,"Central","Avenue",37.76991,-122.447678,"2018 Haight Ashbury","8 2018 Haight Ashbury",1
8142,13123,"600 Block Of 29th  Avenue","Outer Richmond",37.7770393058085,-122.488808181239,10,2015,600,"29th","Avenue",37.776683,-122.489908,"2015 Outer Richmond","10 2015 Outer Richmond",1
8143,13125,"800 Block Of 48th  Avenue","Outer Richmond",37.772377252979,-122.508890519962,7,2013,800,"48th","Avenue",37.776683,-122.489908,"2013 Outer Richmond","7 2013 Outer Richmond",1
8144,13128,"2100 Block Of 21st  Avenue","Sunset/Parkside",37.7476180797772,-122.478159290804,4,2015,2100,"21st","Avenue",37.749026,-122.493742,"2015 Sunset/Parkside","4 2015 Sunset/Parkside",1
8145,13130,"300 Block Of 16th  Avenue","Outer Richmond",37.7814929034568,-122.475159599474,2,2014,300,"16th","Avenue",37.776683,-122.489908,"2014 Outer Richmond","2 2014 Outer Richmond",1
8146,13134,"300 Block Of Bosworth  Street","Excelsior/Outer Mission",37.7333529761019,-122.429849913432,3,2017,300,"Bosworth","Street",37.709585,-122.455082,"2017 Outer Mission","3 2017 Outer Mission",1
8147,13136,"500 Block Of Fell  Street","Haight Ashbury/Hayes Valley",37.7754209300197,-122.426897188212,10,2014,500,"Fell","Street",37.776425,-122.426235,"2014 Hayes Valley","10 2014 Hayes Valley",1
8148,13138,"1000 Block Of Bush  Street","Nob Hill",37.7894245853819,-122.414550157761,12,2012,1000,"Bush","Street",37.793044,-122.414461,"2012 Nob Hill","12 2012 Nob Hill",1
8149,13139,"500 Block Of 06th  Avenue","Inner Richmond",37.7781627522913,-122.464077783626,4,2016,500,"06th","Avenue",37.778849,-122.468955,"2016 Inner Richmond","4 2016 Inner Richmond",1
8150,13140,"2400 Block Of 15th  Street","Castro/Upper Market",37.7660786291014,-122.437810972348,10,2017,2400,"15th","Street",37.758812,-122.435644,"2017 Castro/Upper Market","10 2017 Castro/Upper Market",1
8151,13141,"300 Block Of Serrano  Drive","Lakeshore",37.7190651230538,-122.480467680039,9,2013,300,"Serrano","Drive",37.71872,-122.477916,"2013 Lakeshore","9 2013 Lakeshore",1
8152,13142,"100 Block Of 06th  Street","Financial District/South Beach/SOMA",37.7799504658727,-122.407425451986,10,2012,100,"06th","Street",37.779527,-122.405727,"2012 South of Market","10 2012 South of Market",1
8153,13143,"2700 Block Of 21st  Street","Mission",37.7575668420052,-122.410057442107,11,2011,2700,"21st","Street",37.758338,-122.414678,"2011 Mission","11 2011 Mission",1
8154,13144,"0 Block Of Higuera  Avenue","Lakeshore",37.7185417121616,-122.483887007251,4,2017,0,"Higuera","Avenue",37.71872,-122.477916,"2017 Lakeshore","4 2017 Lakeshore",1
8155,13145,"2800 Block Of Washington  Street","Pacific Heights",37.7908638845087,-122.440146911441,11,2014,2800,"Washington","Street",37.792182,-122.432784,"2014 Pacific Heights","11 2014 Pacific Heights",1
8156,13148,"3800 Block Of 23rd  Street","Glen Park/Noe Valley",37.7532410267799,-122.428430333611,8,2013,3800,"23rd","Street",37.747095,-122.431421,"2013 Noe Valley","8 2013 Noe Valley",1
8157,13149,"300 Block Of Larkin  Street","Tenderloin",37.7809589177716,-122.417046609439,10,2015,300,"Larkin","Street",37.784141,-122.414748,"2015 Tenderloin","10 2015 Tenderloin",1
8158,13150,"200 Block Of Somerset  Street","Portola",37.7284013058532,-122.408300198151,10,2013,200,"Somerset","Street",37.72647,-122.407642,"2013 Portola","10 2013 Portola",1
8159,13151,"500 Block Of Potrero  Avenue","Potrero Hill",37.7625662083113,-122.40717255285,10,2014,500,"Potrero","Avenue",37.759056,-122.398618,"2014 Potrero Hill","10 2014 Potrero Hill",1
8160,13152,"400 Block Of Lisbon  Street","Excelsior/Outer Mission",37.7212225687691,-122.43419565469,9,2017,400,"Lisbon","Street",37.7223,-122.431224,"2017 Excelsior","9 2017 Excelsior",1
8161,13153,"600 Block Of Castro  Street","Castro/Upper Market",37.7584878579795,-122.434775632664,7,2014,600,"Castro","Street",37.758812,-122.435644,"2014 Castro/Upper Market","7 2014 Castro/Upper Market",1
8162,13156,"300 Block Of Eddy  Street","Tenderloin",37.7837842792956,-122.413764591261,10,2016,300,"Eddy","Street",37.784141,-122.414748,"2016 Tenderloin","10 2016 Tenderloin",1
8163,13157,"1300 Block Of Filbert  Street","Russian Hill",37.7997980562522,-122.421703928395,9,2012,1300,"Filbert","Street",37.800432,-122.417609,"2012 Russian Hill","9 2012 Russian Hill",1
8164,13158,"1100 Block Of Filbert  Street","Russian Hill",37.8002373669983,-122.418409960732,7,2013,1100,"Filbert","Street",37.800432,-122.417609,"2013 Russian Hill","7 2013 Russian Hill",1
8165,13162,"1600 Block Of Waller  Street","Haight Ashbury/Hayes Valley",37.7685191287944,-122.451098864837,7,2013,1600,"Waller","Street",37.76991,-122.447678,"2013 Haight Ashbury","7 2013 Haight Ashbury",1
8166,13164,"200 Block Of Lily  Street","Haight Ashbury/Hayes Valley",37.7742342642083,-122.424996727799,5,2015,200,"Lily","Street",37.776425,-122.426235,"2015 Hayes Valley","5 2015 Hayes Valley",1
8167,13165,"1300 Block Of Taylor  Street","Nob Hill",37.7947592078988,-122.413099425611,11,2012,1300,"Taylor","Street",37.793044,-122.414461,"2012 Nob Hill","11 2012 Nob Hill",1
8168,13167,"700 Block Of 03rd  Avenue","Inner Richmond",37.7747740390227,-122.460606710433,5,2014,700,"03rd","Avenue",37.778849,-122.468955,"2014 Inner Richmond","5 2014 Inner Richmond",1
