"","Buyout.Agreement.Date","Buyout.Amount","Address","Analysis.Neighborhood","point"
"4859","",NA,"177 Leland Avenue","Visitacion Valley","POINT (-122.40697813199709 37.7124210203147)"
"4860","",NA,"2032 greenwich Street","Marina","POINT (-122.43317496066663 37.79932815855161)"
"4863","07/18/2018",3000,"493 Eddy Street","Tenderloin","POINT (-122.41569153548649 37.78351911613276)"
"4864","",NA,"1151 Diamond Street","Noe Valley","POINT (-122.43600714797205 37.74836321177329)"
"4865","",NA,"712 Natoma Street","South of Market","POINT (-122.41244712096619 37.776487452336994)"
"4867","05/14/2019",14094.69,"2945 Pacific Avenue","Pacific Heights","POINT (-122.44376541150945 37.79218032979425)"
"4869","",NA,"251 Broad Street","Oceanview/Merced/Ingleside","POINT (-122.46084352097246 37.71313881791921)"
"4870","07/15/2019",NA,"456 Corbett Avenue","Castro/Upper Market","POINT (-122.44561091103 37.75778773818108)"
"4871","",NA,"769 Clementina Street","South of Market","POINT (-122.41165074078916 37.77458616350105)"
"4872","",NA,"159 Lee Avenue","Oceanview/Merced/Ingleside","POINT (-122.45414945867569 37.72109956385582)"
"4873","04/22/2020",30000,"3240 Divisadero Street","Marina","POINT (-122.4427116909326 37.79942478025934)"
"4874","",NA,"2743 Hyde Street","Russian Hill","POINT (-122.42050030804624 37.8061353733298)"
"4875","04/01/2019",30000,"56 Mason Street","Tenderloin","POINT (-122.40918921274312 37.78386498910406)"
"4877","08/06/2020",10000,"3117 24th Street","Mission","POINT (-122.41449643210915 37.75245961304656)"
"4878","05/02/2019",1e+05,"1157 Valencia Street","Mission","POINT (-122.42085775131159 37.7544050676146)"
"4880","",NA,"1103 Valencia Street","Mission","POINT (-122.42093203059417 37.7551831079165)"
"4881","",NA,"475 Connecticut Street","Potrero Hill","POINT (-122.39726268472613 37.76033245107767)"
"4883","",NA,"1460 Hayes Street","Hayes Valley","POINT (-122.44046636051898 37.77468405842981)"
"4887","04/23/2020",36385,"61 Woodward Street","Mission","POINT (-122.4208206358924 37.76890884009693)"
"4888","02/19/2020",187500,"288 27th Street","Noe Valley","POINT (-122.42666148812648 37.74694784890811)"
"4889","",NA,"1695 Beach Street","Marina","POINT (-122.43696760896547 37.80442419607726)"
"4890","",NA,"1527 10th Avenue","Inner Sunset","POINT (-122.4671317383087 37.75973048430724)"
"4892","",NA,"53 Cervantes Boulevard","Marina","POINT (-122.43814724616043 37.80344859876804)"
"4893","08/31/2020",20000,"1018 Lombard Street","Russian Hill","POINT (-122.41829126161531 37.80219194781224)"
"4895","05/17/2016",71500,"34 Steiner Street","Hayes Valley","POINT (-122.43160482668229 37.769588595338305)"
"4896","08/19/2019",16960,"19 San Carlos Street","Mission","POINT (-122.42017224150929 37.76245541797539)"
"4897","",NA,"3446 Mission Street","Bernal Heights","POINT (-122.42253587879961 37.741583073843344)"
"4898","",NA,"1671 22nd Avenue","Sunset/Parkside","POINT (-122.47990359822431 37.75653954596867)"
"4899","09/23/2020",82000,"3810 18th Street","Castro/Upper Market","POINT (-122.42868641713332 37.761302345986984)"
"4906","06/06/2022",42500,"2122 41st Avenue","Sunset/Parkside","POINT (-122.49960105985235 37.74714269407963)"
"4907","08/05/2021",45000,"41 Surrey Street","Glen Park","POINT (-122.43316607974228 37.73521902736991)"
"4908","",NA,"305 San Carlos Street","Mission","POINT (-122.41980650369791 37.75844421486497)"
"4909","07/01/2020",130000,"138 Wilson Street","Outer Mission","POINT (-122.46008705793548 37.70839554133723)"
"4910","08/11/2017",25000,"230 Lily Street","Hayes Valley","POINT (-122.42474954498704 37.774299872850285)"
"4912","06/14/2018",24750,"1420 06th Avenue","Inner Sunset","POINT (-122.46292095867868 37.76188865199061)"
"4913","",NA,"2410 40th Avenue","Sunset/Parkside","POINT (-122.49815043521465 37.741800221266395)"
"4914","03/18/2021",3000,"2728 Anza Street","Outer Richmond","POINT (-122.4774682635374 37.778521166180845)"
"4915","",NA,"1619 Laguna Street","Japantown","POINT (-122.42823451799659 37.78598068016371)"
"4917","",NA,"147 Precita Avenue","Bernal Heights","POINT (-122.4173033617643 37.74711013772944)"
"4918","",NA,"2057 Green Street","Marina","POINT (-122.43294601815413 37.796436117796006)"
"4919","",NA,"1750 22nd Avenue","Sunset/Parkside","POINT (-122.47973024205122 37.755021687898775)"
"4921","",NA,"2055 Divisadero Street","Pacific Heights","POINT (-122.44063372997253 37.78856620703294)"
"4922","",NA,"1957 McAllister Street","Lone Mountain/USF","POINT (-122.44425325106776 37.77702654530632)"
"4923","05/23/2016",35384.61,"1251 Waller Street","Haight Ashbury","POINT (-122.44430594695649 37.76936700325287)"
"4924","08/16/2017",7786.03,"2364 Pacific Avenue","Pacific Heights","POINT (-122.43414718554659 37.79345625495394)"
"4925","02/27/2017",49258.67,"754 20th Avenue","Outer Richmond","POINT (-122.47887733674766 37.773668268065315)"
"4926","",NA,"2297 Laguna Street","Pacific Heights","POINT (-122.42947319017395 37.79211430482933)"
"4927","",NA,"1130 Moraga Street","Inner Sunset","POINT (-122.4748512262484 37.756217869729944)"
"4928","",NA,"329 Linden Street","Hayes Valley","POINT (-122.42333584344355 37.77633731674136)"
"4929","",NA,"1516 McAllister Street","Western Addition","POINT (-122.43706319337257 37.77799378656982)"
"4930","05/04/2018",0,"458 09th Avenue","Inner Richmond","POINT (-122.46738891553207 37.77975809635294)"
"4932","08/20/2015",5000,"1715 26th Avenue","Sunset/Parkside","POINT (-122.4841282827132 37.75544960298521)"
"4934","11/18/2020",5267.67,"1058 Fulton Street","Western Addition","POINT (-122.43419036301889 37.777400515902144)"
"4938","",NA,"148 Townsend Street","Financial District/South Beach","POINT (-122.3915517174601 37.77985129879533)"
"4939","11/18/2016",23578.52,"2751 Clay Street","Pacific Heights","POINT (-122.43833780136399 37.79016330470443)"
"4941","",NA,"168 Shakespeare Street","Outer Mission","POINT (-122.46366615642457 37.708989461236975)"
"4942","04/02/2019",71533.32,"2356 15th Street","Castro/Upper Market","POINT (-122.43640862531103 37.76570231975016)"
"4944","05/20/2022",40000,"201 Bonview Street","Bernal Heights","POINT (-122.41838223504838 37.74070117066618)"
"4945","",NA,"1337 29th Avenue","Sunset/Parkside","POINT (-122.48783629907037 37.7623856319901)"
"4949","",NA,"1130 Filbert Street","Russian Hill","POINT (-122.41815287980457 37.8003036500226)"
"4950","11/03/2020",10000,"3057 21st Street","Mission","POINT (-122.41585838708856 37.75719707495759)"
"4951","10/05/2017",15000,"2643 20th Avenue","Sunset/Parkside","POINT (-122.47648193092077 37.73846664598818)"
"4952","09/21/2020",50000,"1928 23rd Avenue","Sunset/Parkside","POINT (-122.48056805555818 37.751622028064986)"
"4953","",NA,"1003 Shrader Street","Haight Ashbury","POINT (-122.45142849519553 37.76551202516423)"
"4954","",NA,"62 Oakwood Street","Mission","POINT (-122.42497324332578 37.7605178661157)"
"4955","",NA,"1261 Lombard Street","Russian Hill","POINT (-122.42224708829181 37.80161704584144)"
"4956","11/10/2020",41634,"2846 22nd Street","Mission","POINT (-122.41114720949646 37.75592797756077)"
"4957","05/08/2019",20000,"1130 Alabama Street","Mission","POINT (-122.41111565105929 37.75376440731487)"
"4958","",NA,"6947 Geary Street","Outer Richmond","POINT (-122.49382218047548 37.7795969503163)"
"4960","09/28/2017",11000,"3425 Cabrillo Street","Outer Richmond","POINT (-122.49537172634149 37.7739100840202)"
"4963","",NA,"457 26th Avenue","Outer Richmond","POINT (-122.48591475343233 37.780884220532066)"
"4966","",NA,"3 Bache Street","Bernal Heights","POINT (-122.41746815076358 37.7348179213478)"
"4968","06/15/2021",25000,"1414 40th Avenue","Sunset/Parkside","POINT (-122.4994525884405 37.76038395638186)"
"4969","",NA,"2058 Carroll Avenue","Bayview Hunters Point","POINT (-122.40191380223418 37.7298531774129)"
"4974","",NA,"268 Joost Avenue","West of Twin Peaks","POINT (-122.44129874443865 37.73239246826284)"
"4976","12/22/2015",89518.33,"961 Valencia Street","Mission","POINT (-122.42115426097848 37.757510780432746)"
"4977","",NA,"819 Greenwich Street","Russian Hill","POINT (-122.41319312221624 37.801829699578)"
"4978","01/11/2017",12000,"300 buchanan Street","Hayes Valley","POINT (-122.42715708507431 37.77262321553924)"
"4979","08/23/2017",15000,"3645 Scott Street","Marina","POINT (-122.44189091403511 37.80343790682217)"
"4980","",NA,"2472 Vallejo Street","Pacific Heights","POINT (-122.43793297676675 37.79490077191317)"
"4981","",NA,"120 Banks Street","Bernal Heights","POINT (-122.4126586980584 37.74115317140678)"
"4982","",NA,"99 Uranus Terrace","Castro/Upper Market","POINT (-122.44529902810267 37.760577923314784)"
"4984","",NA,"1410 Church Street","Noe Valley","POINT (-122.42714875144216 37.748279633973816)"
"4985","",NA,"2058 Golden Gate Avenue","Lone Mountain/USF","POINT (-122.4444805867793 37.77800343429677)"
"4987","09/04/2018",40000,"1290 Grove Street","Hayes Valley","POINT (-122.43777819517838 37.77598629937515)"
"4988","",NA,"866 Wisconsin Street","Potrero Hill","POINT (-122.39890429094801 37.75644567617969)"
"4989","09/17/2019",20000,"1624 Sacramento Street","Nob Hill","POINT (-122.4197019460233 37.791677468580055)"
"4990","12/16/2019",30000,"3189 17th Street","Mission","POINT (-122.4170609732406 37.76356581080239)"
"4991","",NA,"3309 Cesar Chavez Street","Bernal Heights","POINT (-122.41629715891938 37.748125930026625)"
"4993","04/18/2017",60001,"1815 15th Street","Mission","POINT (-122.42459065547922 37.76636430190219)"
"4994","05/24/2016",20000,"628  Broderick Street","Hayes Valley","POINT (-122.43969742477807 37.776026771239295)"
"4995","",NA,"44 Mount Vernon Avenue","Outer Mission","POINT (-122.44352902857118 37.715292902584615)"
"4996","04/29/2019",12800,"3334 Taraval Street","Sunset/Parkside","POINT (-122.50182576992175 37.741923791130134)"
"4997","08/18/2015",94500,"2505 Gough Street","Marina","POINT (-122.42696374165575 37.79639249603386)"
"4998","",NA,"700 Hayes Street","Hayes Valley","POINT (-122.42804441649531 37.77627099380652)"
"4999","11/20/2020",8000,"248 Taylor Street","Tenderloin","POINT (-122.41102373945687 37.78460930877235)"
"5000","",NA,"3484 Mission Street","Bernal Heights","POINT (-122.42296827336226 37.74091449974174)"
"5001","",NA,"128 henry Street","Castro/Upper Market","POINT (-122.43402941893677 37.76665266970501)"
"5002","",NA,"591 20th Avenue","Outer Richmond","POINT (-122.47916998784561 37.776776998752425)"
"5003","",NA,"750 Harrison Street","South of Market","POINT (-122.39876268517813 37.781519267879744)"
"5004","",NA,"646 Vienna Street","Excelsior","POINT (-122.43217959210637 37.718199794111975)"
"5005","10/25/2018",70000,"34 Rico Way","Marina","POINT (-122.43898706549592 37.80488673160753)"
"5006","",NA,"2108 mason Street","North Beach","POINT (-122.41304432576213 37.802987575702375)"
"5007","11/14/2018",30000,"2325 Mariposa Street","Potrero Hill","POINT (-122.40661838518126 37.76321189523995)"
"5008","06/28/2018",90000,"768 06th Avenue","Inner Richmond","POINT (-122.46376962548179 37.77419958925011)"
"5009","10/30/2019",16000,"2200 Larkin Street","Russian Hill","POINT (-122.42049865658565 37.798131632694584)"
"5010","",NA,"206 Monterey Boulevard","West of Twin Peaks","POINT (-122.4399834865708 37.73165883834508)"
"5012","01/04/2019",NA,"2095 Jackson Street","Pacific Heights","POINT (-122.42946308605605 37.79309836651216)"
"5013","",NA,"96 Lundy’s Lane","Bernal Heights","POINT (-122.41888445445333 37.743950872991036)"
"5014","",NA,"4341 Lincoln Way","Sunset/Parkside","POINT (-122.50451413027541 37.76418714168481)"
"5015","",NA,"157 Glenview Drive","Twin Peaks","POINT (-122.44735876015353 37.74880146334152)"
"5016","",NA,"1370 Taylor Street","Nob Hill","POINT (-122.41310918742316 37.794918264075775)"
"5018","06/01/2018",40000,"787 39th Avenue","Outer Richmond","POINT (-122.49938768445652 37.774050800089974)"
"5019","",NA,"1430 31st Avenue","Sunset/Parkside","POINT (-122.48978993786083 37.76053340051417)"
"5021","12/05/2019",18000,"1180 Filbert Street","Russian Hill","POINT (-122.41887821607506 37.8002124939813)"
"5022","09/14/2020",75000,"4005 California Street","Inner Richmond","POINT (-122.4604622769805 37.785498136127444)"
"5024","03/02/2020",56700,"1336 Green Street","Russian Hill","POINT (-122.42115445540594 37.79798473986959)"
"5025","11/08/2017",50908,"714 Douglass Street","Noe Valley","POINT (-122.43864894146763 37.75236068503828)"
"5026","",NA,"85 Walter Street","Castro/Upper Market","POINT (-122.43230824495208 37.76784550037906)"
"5028","05/12/2016",60000,"113 Bartlett Street","Mission","POINT (-122.41981205289821 37.75510944306002)"
"5029","01/17/2018",32000,"1252 Alemany Boulevard","Outer Mission","POINT (-122.43203385823122 37.730420707569046)"
"5030","11/21/2016",13701,"3840 Irving Street","Sunset/Parkside","POINT (-122.4990288439263 37.76262844533995)"
"5031","",NA,"154 Rose Street","Hayes Valley","POINT (-122.42308370704244 37.77355557063277)"
"5032","",NA,"2916 Vicente Street","Sunset/Parkside","POINT (-122.49819480758242 37.73835343819698)"
"5033","",NA,"957 Alabama Street","Mission","POINT (-122.41131813750036 37.7565919526416)"
"5034","07/08/2021",119715,"3479 18th Street","Mission","POINT (-122.42115859192066 37.76170508886416)"
"5035","",NA,"10 glendale Street","Castro/Upper Market","POINT (-122.44238672157311 37.75655399085943)"
"5037","09/12/2017",75000,"160 harvard Street","Excelsior","POINT (-122.42111130267136 37.72758921866626)"
"5038","11/18/2018",2e+05,"17 States Street","Castro/Upper Market","POINT (-122.43577958078268 37.76340996573515)"
"5039","11/21/2019",80000,"1927 22nd Avenue","Sunset/Parkside","POINT (-122.4795667819637 37.75170069961002)"
"5040","08/21/2018",40000,"85 Carr Street","Bayview Hunters Point","POINT (-122.39713608481757 37.72123073361271)"
"5041","03/09/2017",NA,"32 Hearst Avenue","West of Twin Peaks","POINT (-122.4390752721172 37.730768171131345)"
"5042","05/05/2021",40000,"70 Levant Street","Castro/Upper Market","POINT (-122.44205846244182 37.76381974772839)"
"5043","",NA,"355 Laguna Street","Hayes Valley","POINT (-122.42586397350007 37.77424598664478)"
"5046","",NA,"4155 Cesar Chavez Street","Noe Valley","POINT (-122.43292390671945 37.74732133974735)"
"5047","03/08/2016",10000,"1306 45th Avenue","Sunset/Parkside","POINT (-122.50495332010054 37.76214598331355)"
"5048","01/21/2022",40000,"1798 Great Highway","Sunset/Parkside","POINT (-122.50842364769824 37.75292760202503)"
"5049","",NA,"214 Silliman Street","Portola","POINT (-122.407314379557 37.73069149439654)"
"5050","11/22/2016",42500,"254 Missouri Street","Potrero Hill","POINT (-122.3966276836559 37.76316242244619)"
"5051","",NA,"24 Montezuma Street","Bernal Heights","POINT (-122.4169884510363 37.74590066736968)"
"5052","11/20/2020",6000,"438 O’farrell Street","Tenderloin","POINT (-122.41202403469255 37.785942420396005)"
"5053","",NA,"355 Ralston Street","Oceanview/Merced/Ingleside","POINT (-122.46899375302897 37.71886212918902)"
"5054","",NA,"1937 Greenwich Street","Marina","POINT (-122.43157721748372 37.79947658954916)"
"5056","",NA,"2586 California Street","Pacific Heights","POINT (-122.43686189384113 37.78855586702373)"
"5058","08/30/2019",45000,"608 29th Avenue","Outer Richmond","POINT (-122.48883831663882 37.77775078107565)"
"5059","03/15/2022",50000,"240 Chattanooga Street","Noe Valley","POINT (-122.42646434543582 37.75269776713503)"
"5061","03/01/2017",14500,"70 Malta Drive","West of Twin Peaks","POINT (-122.44430868908107 37.735896934333454)"
"5066","",NA,"621 17th Avenue","Outer Richmond","POINT (-122.47590355046118 37.77626249763899)"
"5067","",NA,"259 Moscow Street","Excelsior","POINT (-122.42596531957604 37.72346635269047)"
"5068","",NA,"1818 Lake Street","Seacliff","POINT (-122.47899736887784 37.78605100686344)"
"5069","09/26/2016",9000,"1467 Waller Street","Haight Ashbury","POINT (-122.44791755182926 37.768904084063855)"
"5070","",NA,"765 Delano Avenue","Outer Mission","POINT (-122.44561208640332 37.71927187263738)"
"5071","05/10/2021",73600,"1754 Mission Street","Mission","POINT (-122.42007172949934 37.768933272511205)"
"5072","",NA,"1335 Union Street","Russian Hill","POINT (-122.42130276435415 37.79887227572248)"
"5074","06/18/2019",13145.04,"646 Lombard Street","North Beach","POINT (-122.41218645050016 37.80296790103718)"
"5075","01/06/2017",32500,"254 12th Avenue","Inner Richmond","POINT (-122.47088671227549 37.783508595300056)"
"5076","01/27/2016",5000,"965 Hyde Street","Nob Hill","POINT (-122.41718098063664 37.78969421411671)"
"5078","12/15/2020",10850.82,"1871 Page Street","Haight Ashbury","POINT (-122.45154430133793 37.77035603843896)"
"5079","06/01/2016",60000,"525 40th Avenue","Outer Richmond","POINT (-122.5008114132402 37.77883870824438)"
"5080","",NA,"1036 Innes Avenue","Bayview Hunters Point","POINT (-122.3786887174598 37.733691036360675)"
"5082","05/05/2022",122300,"31 Highland Avenue","Bernal Heights","POINT (-122.42504376236278 37.73754695653596)"
"5083","09/26/2019",70000,"1625 Larkin Street","Russian Hill","POINT (-122.41950127246794 37.79285311878874)"
"5084","11/14/2016",10000,"2088 Broderick Street","Pacific Heights","POINT (-122.44242336460405 37.78951137949862)"
"5086","05/31/2017",14500,"2920 Gough Street","Marina","POINT (-122.4276722111331 37.800240664773234)"
"5087","05/18/2016",24055,"1355 Bayshore Boulevard","Bayview Hunters Point","POINT (-122.40196616464264 37.72737390910502)"
"5088","",NA,"467 alvarado Street","Noe Valley","POINT (-122.4313480896216 37.75384727994962)"
