"","Address","File.Date","Neighborhoods...Analysis.Boundaries","Location"
"43431","0 Block Of Toyon  Lane","07/27/1998","Excelsior","(37.70957423610726, -122.43076030921424)"
"43432","400 Block Of 14th  Avenue","11/16/1998","Outer Richmond","(37.77966731367891, -122.47277623480481)"
"43433","2200 Block Of Sacramento  Street","04/28/1998","Pacific Heights","(37.79035578368587, -122.4299145474282)"
"43434","1400 Block Of 41st  Avenue","03/04/1997","Sunset/Parkside","(37.75972764499535, -122.50050167465271)"
"43435","1200 Block Of Leavenworth  Street","11/23/1998","Nob Hill","(37.79257327480515, -122.41602461851514)"
"43436","2000 Block Of 41st  Avenue","05/05/1997","Sunset/Parkside","(37.74853855768131, -122.49971930267026)"
"43437","800 Block Of North Point  Street","09/07/1999","Russian Hill","(37.805608455005334, -122.42118793566105)"
"43438","800 Block Of 42nd  Avenue","01/19/1999","Outer Richmond","(37.77267097601104, -122.50246741485496)"
"43439","800 Block Of Gonzalez  Drive","07/01/1999","Lakeshore","(37.71746528654667, -122.48062777506037)"
"43440","1400 Block Of Clement  Street","01/20/1998","Outer Richmond","(37.78248317680843, -122.47467310719848)"
"43441","500 Block Of Stanyan  Street","02/04/1997","Golden Gate Park",""
"43442","3000 Block Of 24th  Avenue","06/15/1998","Sunset/Parkside","(37.73182922277594, -122.48006337250568)"
"43444","3100 Block Of 21st  Street","12/21/1998","Mission","(37.75706816858326, -122.41835646519084)"
"43445","800 Block Of Haight  Street","11/03/1999","Haight Ashbury","(37.77137345721287, -122.43620929706908)"
"43446","2100 Block Of Union  Street","12/29/1997","Marina","(37.797193516591854, -122.43466828269193)"
"43447","200 Block Of Hahn  Street","06/10/1999","Visitacion Valley","(37.71021177866202, -122.41676600768128)"
"43448","0 Block Of Levant  Street","01/06/2000","Castro/Upper Market","(37.764237482238116, -122.4421942978419)"
"43452","600 Block Of Webster  Street","11/30/1999","Hayes Valley","(37.77673748521358, -122.42971667159915)"
"43453","1300 Block Of Potrero  Avenue","01/15/1998","Mission","(37.7505964106769, -122.40600776368969)"
"43455","1000 Block Of Page  Street","05/07/1998","Haight Ashbury","(37.77209707042549, -122.4380670164362)"
"43456","5800 Block Of Mission  Street","03/16/2000","Outer Mission","(37.70910954408667, -122.45177419752348)"
"43457","500 Block Of Bartlett  Street","07/21/1999","Mission","(37.74857658777821, -122.41920862243843)"
"43458","500 Block Of Wisconsin  Street","05/08/1997","Potrero Hill","(37.76048824432999, -122.39924233857124)"
"43459","1100 Block Of Church  Street","06/26/1997","Noe Valley","(37.75287080665156, -122.42754327577198)"
"43460","1800 Block Of 33rd  Avenue","04/24/1997","Sunset/Parkside","(37.75264477618556, -122.49141000419183)"
"43461","1400 Block Of 20th  Avenue","09/18/1997","Sunset/Parkside","(37.76071882680182, -122.4779993266578)"
"43462","800 Block Of 35th  Avenue","02/01/2000","Outer Richmond","(37.77301381780223, -122.49497117682176)"
"43463","300 Block Of 02nd  Avenue","06/12/1998","Inner Richmond","(37.78217498201302, -122.46006842636733)"
"43464","600 Block Of Diamond  Street","10/12/1999","Noe Valley",""
"43465","0 Block Of Woodward  Street","04/03/2000","Mission","(37.769071588573304, -122.42085763063936)"
"43467","200 Block Of Ellington  Avenue","07/29/1999","Outer Mission","(37.71341869786791, -122.44517457802019)"
"43468","200 Block Of Willard North  Street","10/15/1997","Lone Mountain/USF","(37.775951069854564, -122.45656794978429)"
"43469","1700 Block Of Mission  Street","02/26/1998","Mission","(37.76865955026741, -122.42000680289334)"
"43470","200 Block Of Staples  Avenue","06/22/1998","West of Twin Peaks","(37.7290778813377, -122.44770677356502)"
"43471","0 Block Of Coso  Street","03/04/1998","Bernal Heights","(37.746325821271384, -122.41805372753166)"
"43472","500 Block Of Faxon  Street","02/03/2000","Oceanview/Merced/Ingleside","(37.724198117463125, -122.46023256359352)"
"43474","100 Block Of Lexington  Street","05/10/1999","Mission","(37.760947524204425, -122.420736134216)"
"43475","1500 Block Of 19th  Avenue","12/17/1999","Inner Sunset","(37.7589048395988, -122.47667576731456)"
"43476","2700 Block Of 42nd  Avenue","10/19/1999","Sunset/Parkside","(37.73562150016067, -122.49988756932386)"
"43477","700 Block Of Gonzalez  Drive","05/28/1997","Lakeshore","(37.71746528654667, -122.48062777506037)"
"43478","2700 Block Of Harrison  Street","05/02/2000","Mission","(37.75342946207839, -122.41197354440062)"
"43479","100 Block Of Ripley  Street","12/31/1999","Bernal Heights","(37.7442081575964, -122.41231899217746)"
"43480","900 Block Of Dolores  Street","05/15/1999","Noe Valley","(37.75423353251584, -122.4253072278351)"
"43481","3300 Block Of 23rd  Street","09/03/1999","Mission","(37.753803146501895, -122.41914969830822)"
"43483","700 Block Of 47th  Avenue","07/23/1999","Outer Richmond","(37.774291873881886, -122.50795628905959)"
"43484","1000 Block Of Kirkham  Street","05/26/1998","Inner Sunset","(37.76005239210693, -122.47192737133877)"
"43485","100 Block Of Pierce  Street","12/04/1997","Haight Ashbury","(37.771221751905756, -122.43364096659427)"
"43486","2000 Block Of 19th  Avenue","07/07/1997","Inner Sunset","(37.749582692139235, -122.4760351378325)"
"43487","400 Block Of Holloway  Avenue","03/18/1999","Oceanview/Merced/Ingleside","(37.72184168412994, -122.45767323391756)"
"43489","0 Block Of Girard  Street","04/23/1998","Portola","(37.73155822223819, -122.40633041018101)"
"43491","700 Block Of Gonzalez  Drive","04/09/1999","Lakeshore","(37.71746528654667, -122.48062777506037)"
"43492","300 Block Of 04th  Avenue","03/02/1999","Inner Richmond","(37.78207466701927, -122.46220902054063)"
"43493","1500 Block Of Gough  Street","09/29/1997","Western Addition","(37.78736347905062, -122.42509395910668)"
"43496","800 Block Of Gonzalez  Drive","07/24/1998","Lakeshore","(37.71755759923482, -122.48237404007607)"
"43497","1200 Block Of Grove  Street","08/14/1998","Hayes Valley","(37.77603162298171, -122.43715399621149)"
"43498","1000 Block Of Haight  Street","04/30/1999","Haight Ashbury","(37.77095196678741, -122.43953341435608)"
"43499","2200 Block Of 25th  Street","06/17/1998","Potrero Hill","(37.75204635748439, -122.4008899816968)"
"43500","800 Block Of Fulton  Street","03/07/2000","Hayes Valley","(37.777754701745806, -122.43114381966951)"
"43501","1700 Block Of 18th  Avenue","09/28/1998","Inner Sunset","(37.755221000767854, -122.47547131657913)"
"43502","400 Block Of Silver  Avenue","07/14/1997","Excelsior","(37.72859173401594, -122.42700142879372)"
"43503","3100 Block Of Washington  Street","11/20/1998","Pacific Heights",""
"43504","300 Block Of Victoria  Street","01/07/1999","Oceanview/Merced/Ingleside","(37.717017868412476, -122.4653315619116)"
"43505","1500 Block Of Baker  Street","05/30/1997","Pacific Heights","(37.78529263040617, -122.44327641517778)"
"43506","0 Block Of Woodland  Avenue","07/15/1997","Inner Sunset","(37.76337847969149, -122.45331527276277)"
"43507","600 Block Of Ofarrell  Street","08/13/1999","Tenderloin","(37.78549072994295, -122.41534695770982)"
"43508","0 Block Of Norton  Street","02/11/2000","Outer Mission","(37.7250043701484, -122.43574470545914)"
"43510","400 Block Of Dolores  Street","04/06/2000","Mission","(37.761804558459616, -122.4260259209392)"
"43513","1100 Block Of Mcallister  Street","01/29/1999","Western Addition","(37.77868699228267, -122.43133242852205)"
"43514","700 Block Of Union  Street","07/06/1998","Chinatown","(37.80008579444579, -122.41204844835539)"
"43515","3000 Block Of Baker  Street","05/20/1998","Marina","(37.79909105835956, -122.44606748652687)"
"43516","5300 Block Of Mission  Street","07/31/1997","Excelsior","(37.71424769512818, -122.44300356878382)"
"43517","3500 Block Of 17th  Street","02/10/1998","Mission","(37.76309935344067, -122.42509386232449)"
"43518","300 Block Of Clipper  Street","04/04/1997","Noe Valley","(37.74896209868525, -122.43274534324635)"
"43521","600 Block Of Page  Street","03/02/1999","Hayes Valley","(37.772934275575885, -122.43145459947137)"
"43523","0 Block Of Rockaway  Avenue","01/14/1998","West of Twin Peaks","(37.74362321293633, -122.45786956084427)"
"43524","0 Block Of Shawnee  Avenue","04/17/2000","Outer Mission","(37.71791433862499, -122.44573505318851)"
"43525","2700 Block Of Folsom  Street","02/11/1998","Mission","(37.75330247464155, -122.41415977110726)"
"43526","1600 Block Of Clay  Street","01/31/2000","Russian Hill","(37.79248816986229, -122.42022733100427)"
"43527","2100 Block Of 48th  Avenue","09/10/1999","Sunset/Parkside","(37.746340909209756, -122.50709487842343)"
"43528","600 Block Of Leavenworth  Street","03/28/2000","Tenderloin","(37.78698683119679, -122.41490103549808)"
"43529","300 Block Of Serrano  Drive","04/02/1998","Lakeshore","(37.71906512305384, -122.48046768003915)"
"43530","400 Block Of Eddy  Street","11/25/1997","Tenderloin",""
"43531","2200 Block Of Cayuga  Avenue","03/23/2000","Outer Mission","(37.70971047331763, -122.45517697169302)"
"43532","1700 Block Of 45th  Avenue","08/02/1999","Sunset/Parkside","(37.753945098755494, -122.50439825479678)"
"43533","300 Block Of Arballo  Drive","06/16/1999","Lakeshore","(37.7201216986585, -122.48303711665423)"
"43535","3600 Block Of Market  Street","10/14/1997","Twin Peaks","(37.75542126446311, -122.44129709730949)"
"43536","400 Block Of 35th  Avenue","11/21/1997","Outer Richmond","(37.78055893496742, -122.49552040436346)"
"43537","2100 Block Of 48th  Avenue","03/10/1997","Sunset/Parkside","(37.746340909209756, -122.50709487842343)"
"43538","1400 Block Of 25th  Avenue","04/28/1999","Sunset/Parkside","(37.760482897691695, -122.48335761553578)"
"43539","4200 Block Of Judah  Street","03/26/1997","Sunset/Parkside","(37.760353442920106, -122.50753338418264)"
"43540","400 Block Of Utah  Street","02/16/1999","Potrero Hill","(37.76390077173509, -122.40636736334535)"
"43541","3500 Block Of Broderick  Street","07/08/1998","Marina","(37.80302725266765, -122.4451761691794)"
"43542","400 Block Of Paris  Street","01/16/1997","Excelsior","(37.721604408242584, -122.43499571709243)"
"43543","2300 Block Of Mission  Street","12/22/1998","Mission","(37.759433961496896, -122.41912932518183)"
"43544","100 Block Of Liberty  Street","07/06/1998","Mission","(37.75749729653743, -122.4245709901771)"
"43545","1500 Block Of Sacramento  Street","02/14/2000","Nob Hill","(37.791813441029404, -122.41840198155205)"
"43546","600 Block Of Eddy  Street","01/25/1999","Tenderloin","(37.78320614694478, -122.41835524067054)"
"43547","3600 Block Of 16th  Street","06/29/1998","Castro/Upper Market","(37.76417024272928, -122.43419438290928)"
"43548","300 Block Of 25th  Avenue","03/02/1998","Outer Richmond","(37.782953864083765, -122.48494260022733)"
"43549","100 Block Of Bay  Street","09/14/1999","North Beach","(37.806079776249106, -122.40989912225847)"
"43550","300 Block Of Melrose  Avenue","06/24/1998","West of Twin Peaks","(37.7338051926597, -122.45016193255712)"
"43551","0 Block Of Parnassus  Avenue","12/09/1999","Haight Ashbury","(37.76495118405936, -122.44910534552375)"
"43552","0 Block Of Waller  Street","09/08/1999","Hayes Valley","(37.771896915987554, -122.42452440889373)"
"43554","0 Block Of Ina  Court","02/24/1998","Excelsior","(37.72356913243549, -122.42482537566049)"
"43555","600 Block Of Spruce  Street","07/16/1998","Presidio Heights","(37.78288613483306, -122.4534105626633)"
"43556","2200 Block Of 35th  Avenue","06/08/2000","Sunset/Parkside","(37.745092627783315, -122.49303288485669)"
"43557","100 Block Of Foote  Avenue","01/04/1999","Outer Mission","(37.713725791509525, -122.44611867669015)"
"43559","1600 Block Of 46th  Avenue","06/17/1999","Sunset/Parkside","(37.75576212919228, -122.50559996101457)"
"43560","1100 Block Of Persia  Street","01/22/1998","Excelsior","(37.71875195780179, -122.42679143465196)"
"43561","0 Block Of Sumner  Street","06/03/1999","South of Market","(37.776291618549216, -122.41050560574212)"
"43562","700 Block Of Duboce  Street","08/21/1997","Haight Ashbury","(37.76908612760455, -122.43534370356707)"
"43563","300 Block Of Grove  Street","03/10/2000","Hayes Valley","(37.77791800605223, -122.42234312745038)"
"43565","1100 Block Of Fell  Street","06/24/1998","Hayes Valley","(37.774169164958074, -122.43677547565406)"
"43566","4700 Block Of California  Street","05/15/2000","Inner Richmond","(37.78464476697409, -122.46830200054899)"
"43567","300 Block Of Guerrero  Street","09/12/1997","Mission","(37.765597142474206, -122.42413206824902)"
"43568","100 Block Of Lexington  Street","10/14/1998","Mission","(37.760947524204425, -122.420736134216)"
"43569","500 Block Of Hayes  Street","02/28/2000","Hayes Valley","(37.77657593362467, -122.42538852414047)"
"43570","1400 Block Of Kansas  Street","07/30/1997","Potrero Hill","(37.75127072193379, -122.40224911785624)"
"43572","2700 Block Of Pine  Street","03/02/1998","Pacific Heights","(37.787006396214394, -122.44108278857595)"
"43573","300 Block Of Guerrero  Street","01/28/1998","Mission","(37.76559131101002, -122.42422865452248)"
"43575","300 Block Of San Jose  Avenue","11/06/1997","Mission","(37.749406453854114, -122.42133769687408)"
"43576","1400 Block Of 18th  Street","02/18/2000","Potrero Hill","(37.762550427689966, -122.39701091316003)"
"43577","800 Block Of Hayes  Street","06/03/1997","Hayes Valley","(37.77593931590801, -122.43037633519714)"
"43579","700 Block Of Clementina  Street","01/24/2000","South of Market","(37.77481400569879, -122.41139042779757)"
"43580","2600 Block Of Baker  Street","09/24/1999","Marina","(37.79536226288913, -122.44531700337708)"
"43581","1200 Block Of Scott  Street","05/03/2000","Western Addition","(37.781264424070095, -122.4373532430826)"
"43582","500 Block Of Baker  Street","01/09/1998","Lone Mountain/USF","(37.77596986081939, -122.44139419344236)"
"43583","1000 Block Of South Van Ness  Avenue","02/17/1998","Mission","(37.75636746090073, -122.41664311776752)"
"43585","2300 Block Of 20th  Avenue","07/30/1999","Sunset/Parkside","(37.74393603780491, -122.47683009779902)"
"43586","0 Block Of Desmond  Street","03/07/2000","Visitacion Valley","(37.71114670563986, -122.40500623031846)"
"43588","500 Block Of 16th  Avenue","07/15/1997","Outer Richmond","(37.77767188739856, -122.47488872619873)"
"43589","300 Block Of Francisco  Street","04/01/1997","North Beach","(37.80497432751779, -122.41113538352559)"
"43590","4300 Block Of Geary  Boulevard","12/08/1997","Inner Richmond",""
"43591","1900 Block Of Pine  Street","03/31/1997","Pacific Heights","(37.78868198375069, -122.4278858932605)"
"43592","600 Block Of 41st  Avenue","03/22/2000","Outer Richmond","(37.77645246142096, -122.50166539014442)"
"43593","400 Block Of Alvarado  Street","08/07/1998","Noe Valley","(37.75389009487692, -122.43099233862945)"
"43594","100 Block Of Jones  Street","04/01/1999","Tenderloin","(37.78253857251535, -122.4123162415553)"
"43595","2100 Block Of Grove  Street","03/20/2000","Lone Mountain/USF","(37.77414471627416, -122.45198805952201)"
"43596","0 Block Of John  Street","12/28/1999","Chinatown","(37.7959542917274, -122.41080923780648)"
"43598","300 Block Of Garces  Drive","12/19/1997","Lakeshore","(37.7162186563832, -122.48244235372577)"
"43599","1500 Block Of 38th  Avenue","08/12/1999","Sunset/Parkside","(37.75800207608023, -122.49715639474924)"
"43600","1400 Block Of 48th  Avenue","10/22/1997","Sunset/Parkside","(37.75939785498067, -122.508001934844)"
"43601","1400 Block Of 38th  Avenue","02/09/2000","Sunset/Parkside","(37.759868823890805, -122.4972875689777)"
"43602","800 Block Of South Van Ness  Avenue","04/13/1998","Mission","(37.759565626360114, -122.41694914802987)"
"43603","700 Block Of Ofarrell  Street","03/11/1998","Tenderloin","(37.78527159669424, -122.41708056008484)"
"43604","0 Block Of Lobos  Street","06/05/1998","Oceanview/Merced/Ingleside","(37.71491539938903, -122.45426375807634)"
"43605","300 Block Of Broadway  Street","08/27/1999","North Beach","(37.79829567255472, -122.4032972829858)"
"43606","1100 Block Of Kansas  Street","08/17/1998","Potrero Hill","(37.75515290747166, -122.40261903356317)"
"43607","500 Block Of Clayton  Street","04/30/1997","Haight Ashbury","(37.77026436714487, -122.44867336370812)"
"43608","300 Block Of 20th  Avenue","08/23/1999","Outer Richmond","(37.78129772653101, -122.47944930193616)"
